"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:4GQVsXO7jkxg43UmAd1Tbb","South Beach","spotify:artist:0daugAjUgbJSqdlyYNwIbT","Vicetone","spotify:album:3QHzDk8ZjtraFSlNpRfzII","South Beach","1","1","201951","","2020-07-01T05:47:37Z"
"spotify:track:6lE0zLzuF1shwFU2bBlWl3","Everybody","spotify:artist:6SbkdoreoUsexJVVmFAOFl","Elijah N","spotify:album:7zM4SKCb1ht9MyaShVtY4g","Forgetting This","1","7","181904","","2020-06-30T17:49:16Z"
"spotify:track:7IFzFaNH46sLi8cwh5fMIB","Overtime - Vicetone Remix Edit","spotify:artist:1LOB7jTeEV14pHai6EXSzF, spotify:artist:0daugAjUgbJSqdlyYNwIbT","Cash Cash, Vicetone","spotify:album:4Ao2KsBo2f6lZkQt9Y8zIO","Overtime (Vicetone Remix)","1","1","203095","","2020-06-27T11:28:21Z"
"spotify:track:65Wn0KpbPXTVLNQNEMtK1j","Call On Me - Radio Edit","spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R","Eric Prydz","spotify:album:3ukCPdSolXB251ff5wy8H5","Call On Me","1","1","171360","","2020-06-27T10:18:13Z"
"spotify:track:3TMW1GOB1lsmvf8er2dE8g","Lambo Diablo GT (feat. Nimo & Juju) - Remix","spotify:artist:5y9wg9qkGBl0n9v9RzaPKu, spotify:artist:3ZuBEj9ppJe8GSdKaMTfMN, spotify:artist:4sg4no0TXdsrM1s4SVUwNF","Capo, Nimo, Juju","spotify:album:78SjtioGS10lFchsD1XMH4","Lambo Diablo GT (feat. Nimo & Juju) [Remix]","1","1","317902","","2020-06-27T09:59:41Z"
"spotify:track:0tPQPaOKM32WgMSbPCYyRH","Dirty Sexy Money (feat. Charli XCX & French Montana)","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:25uiPmTg16RbhZWAqwLBy5, spotify:artist:6vXTefBL93Dj5IqAWq6OTv","David Guetta, Afrojack, Charli XCX, French Montana","spotify:album:613u1KxcevDq5Kd8j0zD2U","Dirty Sexy Money (feat. Charli XCX & French Montana)","1","1","172687","","2020-06-26T09:36:36Z"
"spotify:track:1Szod3mLKHywl09AOy08Xc","Spaceships","spotify:artist:76YIoWHp3Ri3q1ocOPtFzp","AREA21","spotify:album:7FdgB34edYkJcORi7dAXGi","Spaceships","1","1","169608","","2020-06-24T14:01:15Z"
"spotify:track:2QseMEJWXcMDLaWsGNYS2h","Vidorra","spotify:artist:49CE2ffZ6Z3zeYSDauSKck","Tungevaag","spotify:album:3DNb31StIH9ePAjYs90EWF","Vidorra","1","1","219384","","2020-06-24T13:37:50Z"
"spotify:track:0npfbfNxvDL4fZ3flLWZQL","Rave Religion (feat. Little Big)","spotify:artist:1ZyqnbV7Brg5LgyS4EZCUD, spotify:artist:0pnd3MP2rxAzljR9AqXUJB","FiNCH ASOZiAL, Little Big","spotify:album:2XTORm9FlIAjLcTqrguBhM","Finchi's Love Tape","1","11","182520","","2020-06-23T10:14:06Z"
"spotify:track:1ucAgkQ4EQDCSXQ2kEk99k","UNO","spotify:artist:0pnd3MP2rxAzljR9AqXUJB","Little Big","spotify:album:60kZ537D8BGp3GNkGdY0fD","UNO","1","1","160756","","2020-06-23T10:13:49Z"
"spotify:track:0cDwUAF7yQrOLRcFfJpSc2","Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","spotify:artist:53XhwfbYqKCa1cC15pYq2q","Imagine Dragons","spotify:album:3eiAj6uPlzdAKagriQb3Hq","Zero (From the Original Motion Picture ""Ralph Breaks The Internet"")","1","1","210934","","2020-06-21T08:29:43Z"
"spotify:track:1KqvRRQd3lfM0pAlkGPrgD","Shape of You (feat. Nyla & Kranium) - Major Lazer Remix","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V, spotify:artist:4VZY0nxYMSNotbS7WjNVQy, spotify:artist:1LKo6ZA3RNvKtLa6zDu32S, spotify:artist:738wLrAtLtCtFOLvQBXOXp","Ed Sheeran, Nyla, Kranium, Major Lazer","spotify:album:5j1qqBBmxrDu58pYAj8r9v","Shape of You (feat. Nyla & Kranium) [Major Lazer Remix]","1","1","192000","","2020-06-20T20:33:10Z"
"spotify:track:6h89vMWcUdukHrlEPNHX9f","Sweat - Remix","spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai, spotify:artist:39unIFnj3C60Q4FtYdS7fW, spotify:artist:6mr36E8GEO5zhtL71GCrZ5","Snoop Dogg, David Guetta, Giorgio Tuinfort, Frederic Riesterer","spotify:album:4OQsRSuQ2D7DfnUY0XAbuM","Doggumentary","1","14","196453","","2020-06-20T20:13:07Z"
"spotify:track:6AFIVhbJLR7YVvW9fLFMu1","Huracan","spotify:artist:6h1s4i4XKIYv4ErDelLDN0, spotify:artist:4WZGDpNwrC0vNQyl9QzF7d","Samra, Capital Bra","spotify:album:33SXk8W4aUohvpdRLCIXq4","Huracan","1","1","182238","","2020-06-20T18:34:25Z"
"spotify:track:0FEk8LwY8h4rAR63ggfhV0","Ritual","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:1HBjj22wzbscIZ9sEb5dyf, spotify:artist:5CCwRZC6euC8Odo6y9X8jr","Tiësto, Jonas Blue, Rita Ora","spotify:album:1BsVW2iNL53ZJY573fjHKK","The London Sessions","1","4","198995","","2020-06-20T17:38:05Z"
"spotify:track:69zxj1EFDfAouZu9JDmQld","Secrets - Radio Edit","spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z, spotify:artist:2wX6xSig4Rig5kZU6ePlWe, spotify:artist:7HqEmV7FeCi16bQyHMpIrF","Tiësto, KSHMR, VASSY","spotify:album:4p3CULd5VeCSikL0PYkoP3","Secrets (Radio Edit)","1","1","216967","","2020-06-20T17:34:08Z"
"spotify:track:4CVOUJki8YUWol3jhLphgs","Power","spotify:artist:6BrvowZBreEkXzJQMpL174, spotify:artist:2wX6xSig4Rig5kZU6ePlWe","Hardwell, KSHMR","spotify:album:4G19LdhYXHY60QJepiSVbE","Power","1","1","148837","","2020-06-20T17:30:25Z"
"spotify:track:78XfOXpUShe7mFwhjBEd94","My Best Life (feat. Mike Waters) - Club Mix","spotify:artist:2wX6xSig4Rig5kZU6ePlWe, spotify:artist:35rZNMlMkBs7ghHmGKt0xq","KSHMR, Mike Waters","spotify:album:499pxoME8SyDn5lwogpwrE","My Best Life (feat. Mike Waters) [Club Mix]","1","1","198533","","2020-06-20T17:24:25Z"
"spotify:track:77rj41HJ2iSYuJYdcsucFq","No Regrets (feat. Krewella) - KAAZE Remix","spotify:artist:2wX6xSig4Rig5kZU6ePlWe, spotify:artist:47BEc2RoW53owMyxacXWdV, spotify:artist:0Cd6nHYwecCNM1sVEXKlYr, spotify:artist:6WGE3kO8ULME2ErBcOksSR","KSHMR, Yves V, Krewella, KAAZE","spotify:album:6Fc767MWBVksSLL0Au46yZ","No Regrets (feat. Krewella) [KAAZE Remix]","1","1","207587","","2020-06-20T17:20:47Z"
"spotify:track:2DqhE7xzpGNsKYbptqblJg","Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells)","spotify:artist:45eNHdiiabvmbp4erw26rg, spotify:artist:50JJSqHUf2RQ9xsHs0KMHg, spotify:artist:4LZ4De2MoO3lP6QaNCfvcu, spotify:artist:0kErUwb6xgWfkdn0RyZWHZ","ILLENIUM, Jon Bellion, Said the Sky, Annika Wells","spotify:album:6KICcLGlQnS7908qVzbhP6","ASCEND (Tour Edits)","1","3","366252","","2020-06-20T17:06:19Z"
"spotify:track:4ipRnhSMOaVeLCCo5sPY9K","FiNCHiBOY","spotify:artist:1ZyqnbV7Brg5LgyS4EZCUD","FiNCH ASOZiAL","spotify:album:2XTORm9FlIAjLcTqrguBhM","Finchi's Love Tape","1","4","170773","","2020-06-20T16:20:51Z"
"spotify:track:18danT1iBcCyLbLTCDUr71","Chaya - Remix","spotify:artist:3gkbRDj7pkIylWVBpRfrQf","Nura","spotify:album:1KNme0ydcz7w1rAJaeBM8o","Chaya (Remix)","1","1","183870","","2020-06-20T15:54:15Z"
"spotify:track:4Qy2Eo9URGWbV4VzwBTdxU","Scarface (feat. Capo & Rick Ross)","spotify:artist:2JwyRtuXf2l6sTnSnGVIa1, spotify:artist:5y9wg9qkGBl0n9v9RzaPKu, spotify:artist:1sBkRIssrMs1AbVkOJbc7a","Farid Bang, Capo, Rick Ross","spotify:album:26GpISCXGRAIScjyFcdEOk","Genkidama","1","12","181293","","2020-06-14T21:22:19Z"
"spotify:track:3qT2eKpWNq5cze7kGGORDZ","DAS RENNEN","spotify:artist:18ISxWwWjV6rPLoVCXf1dz","RIN","spotify:album:38xCCfybcmBDFD1HVyHhSy","DAS RENNEN","1","1","193684","","2020-06-14T08:58:47Z"
"spotify:track:5CqkgDH8QZjSqqI3HmYxDD","Airwaves","spotify:artist:34LetYSjEuG2fBb4Z8PwPg","Pashanim","spotify:album:4ZylcATH7a5JkgNNGXxwhJ","Airwaves","1","1","178932","","2020-06-06T13:37:06Z"
"spotify:track:2ISSQPb9LHHiV6ng2NXosL","Beautiful Now","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:50JJSqHUf2RQ9xsHs0KMHg","Zedd, Jon Bellion","spotify:album:4jKdXIJckKh7la6xHuKwRT","True Colors","1","3","218293","","2020-06-05T15:15:36Z"
"spotify:track:62Fd9yRbSJTmuxqdzT1ytU","Ebony Eyes - Original Edit","spotify:artist:6mUjbb9eMEXtOS9oSPwYjg, spotify:artist:0DtuqUyBMjKumYHiEUpZ0H, spotify:artist:2QeZvpGelZ3xBGgr3CgIld, spotify:artist:3Isy6kedDrgPYoTS1dazA9","Rico Bernasconi, Tuklan, A-Class, Sean Paul","spotify:album:23llnsLen80trEu9qcRMag","Ebony Eyes","1","1","196616","","2020-06-04T13:33:02Z"
"spotify:track:7ajoc4FfovSUmNzreq8S8x","Girlfriend","spotify:artist:1VBflYyxBhnDc9uVib98rw","Icona Pop","spotify:album:1jwwRnvQrykmQwyPzfVZJt","Girlfriend","1","1","170633","","2020-05-28T14:47:44Z"
"spotify:track:1a5XzsdDDWR7HMwvmXtNlB","She Makes Me Go - Radio Edit","spotify:artist:7hQmAXAzWI6D350VTgkKTG, spotify:artist:3Isy6kedDrgPYoTS1dazA9","Arash, Sean Paul","spotify:album:14iCKQyly6KKlQQNrf86GP","She Makes Me Go","1","1","178280","","2020-05-28T13:23:40Z"
"spotify:track:0UmXSUCoE2I67n8ERd0Hdi","Boom Boom","spotify:artist:07Q9n9pbwR6jQ8xH4SA46b","Justice Crew","spotify:album:4kc6vrABh87kQ4onFSDPLq","Live By The Words","1","6","187026","","2020-05-28T09:39:22Z"
"spotify:track:4qMaMU4zVdMDHXWmOFgpBP","Evacuate The Dancefloor","spotify:artist:0N0d3kjwdY2h7UVuTdJGfp","Cascada","spotify:album:2SRAwcdO1S0wftcsu6MUEb","Evacuate The Dancefloor","1","1","206360","","2020-05-28T08:16:11Z"
"spotify:track:60Qa4MfNC1dgVfuDF6rgMS","Troublemaker","spotify:artist:6MF9fzBmfXghAz953czmBC","Taio Cruz","spotify:album:0TjgUvNEDN2PegfZVkoggi","TY.O (International Version)","1","2","220280","","2020-05-28T08:09:44Z"
"spotify:track:0hxdJjR8w2tiKTGqQN3AS0","Hamma! - Single Edit","spotify:artist:3gemH8D6fpu12DmTmUZYAL","Culcha Candela","spotify:album:6d9tHAdjmEoGOYzrGA81qe","Culcha Candela","1","1","209453","","2020-05-28T07:45:08Z"
"spotify:track:0CAfXk7DXMnon4gLudAp7J","Low (feat. T-Pain)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:3aQeKQSyrW4qWr35idm0cy","Flo Rida, T-Pain","spotify:album:5j1wrOAOm5KFd17pPiSvle","Mail on Sunday","1","5","231400","","2020-05-28T07:35:21Z"
"spotify:track:1nAGuIZXz6vb8XW0xiMqic","Papi","spotify:artist:2DlGxzQSjYe5N6G9nkYghR","Jennifer Lopez","spotify:album:3sysiYphqNRQw7VKLCg1yE","Love?","1","6","223493","","2020-05-27T14:16:40Z"
"spotify:track:4QNpBfC0zvjKqPJcyqBy9W","Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:21E3waRsmPlU7jZsS13rcj, spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:1ruutHJcECI7cos2n5TqpO","Pitbull, Ne-Yo, Afrojack, Nayer","spotify:album:4rG0MhkU6UojACJxkMHIXB","Planet Pit (Deluxe Version)","1","2","252306","","2020-05-27T14:03:29Z"
"spotify:track:62pSYErgGri97X9aIyBzHm","Got 2 Luv U (feat. Alexis Jordan)","spotify:artist:3Isy6kedDrgPYoTS1dazA9, spotify:artist:5LmYIx9kSWBJOWbP4xAxb1","Sean Paul, Alexis Jordan","spotify:album:25o3xNsjPJahI22xQENaPd","Tomahawk Technique","1","1","196640","","2020-05-27T11:18:00Z"
"spotify:track:6Uj8ru7TNLDIelbuQ8eBd6","Turn Around (5,4,3,2,1)","spotify:artist:0jnsk9HBra6NMjO2oANoPY","Flo Rida","spotify:album:1TwNATuAqnNjTd5BSvFZlS","Only One Flo (Part 1)","1","2","201386","","2020-05-27T10:51:22Z"
"spotify:track:455AfCsOhhLPRc68sE01D8","Last Friday Night (T.G.I.F.)","spotify:artist:6jJ0s89eD6GaHleKKya26X","Katy Perry","spotify:album:5BvgP623rtvlc0HDcpzquz","Katy Perry - Teenage Dream: The Complete Confection","1","2","230746","","2020-05-27T10:15:30Z"
"spotify:track:14iN3o8ptQ8cFVZTEmyQRV","I Kissed A Girl","spotify:artist:6jJ0s89eD6GaHleKKya26X","Katy Perry","spotify:album:3OALgjCs6Lqw41853v4wEQ","One Of The Boys","1","2","179640","","2020-05-27T09:40:53Z"
"spotify:track:4z8ssgZfs5TzKiO8HaGWXO","E.T.","spotify:artist:6jJ0s89eD6GaHleKKya26X","Katy Perry","spotify:album:5BvgP623rtvlc0HDcpzquz","Katy Perry - Teenage Dream: The Complete Confection","1","8","206373","","2020-05-27T09:37:26Z"
"spotify:track:6tS3XVuOyu10897O3ae7bi","California Gurls","spotify:artist:6jJ0s89eD6GaHleKKya26X, spotify:artist:7hJcb9fa4alzcOq3EaNPoG","Katy Perry, Snoop Dogg","spotify:album:5BvgP623rtvlc0HDcpzquz","Katy Perry - Teenage Dream: The Complete Confection","1","3","234653","","2020-05-27T09:37:20Z"
